time,d2m,ssrd,t2m,tp,u10,v10
2020-01-12 08:00:00,243.43114,-1.0,245.5424,8.6383894e-05,0.9121058,2.609775
2020-01-12 09:00:00,243.52017,-1.0,245.63527,9.631831e-05,0.84685075,2.510903
2020-01-12 10:00:00,243.59395,-1.0,245.70584,0.00010452513,0.7511147,2.464069
2020-01-12 11:00:00,243.59225,-1.0,245.77827,0.00011661835,0.65623736,2.446168
2020-01-12 12:00:00,243.74065,-1.0,246.02344,0.00013691932,0.6070814,2.4147372
2020-01-12 13:00:00,244.09932,-1.0,246.4376,0.00016197097,0.61996067,2.416194
2020-01-12 14:00:00,244.53009,-1.0,246.8555,0.00018529408,0.6294055,2.3223178
2020-01-12 15:00:00,244.4207,-1.0,246.77841,0.00020732265,0.5796056,2.2946336
2020-01-12 16:00:00,244.20023,-1.0,246.61311,0.00022503175,0.54139704,2.2915115
2020-01-12 17:00:00,244.09593,-1.0,246.52026,0.00024230871,0.52014625,2.255085
2020-01-12 18:00:00,244.274,-1.0,246.66791,0.00026001688,0.5772444,2.189517
2020-01-12 19:00:00,244.37067,-1.0,246.77284,0.0002747029,0.55320305,2.1085463
2020-01-12 20:00:00,244.02386,-1.0,246.50447,0.00029068347,0.64614856,2.0708709
2020-01-12 21:00:00,243.94923,-1.0,246.41624,0.00030450523,0.650227,1.9341152
2020-01-12 22:00:00,243.9628,-1.0,246.45618,0.00031573512,0.59999776,1.8285824
2020-01-12 23:00:00,243.18694,-1.0,245.77084,0.0003252374,0.5044764,1.7927804
2020-01-13 00:00:00,242.28133,-1.0,245.06323,0.0003321478,0.21898559,1.6239694
2020-01-13 01:00:00,241.4393,-1.0,244.30269,5.18281e-06,-0.048259586,1.5546551
